amount_inr,hour_of_day,is_new_recipient,tx_count_last_24h,wallet_age_days,amount_deviation_ratio,is_structured_amount,is_fraud
3258.2,3,1,1,83.0,1.31,0,1
1719.82,2,1,1,48.0,1.82,0,0
2326.15,11,0,2,56.0,1.6,0,0
656.59,21,0,0,36.0,0.18,0,0
16336.82,22,0,2,8.0,6.3,0,0
2031.03,7,0,2,188.0,2.39,0,0
1995.11,1,1,1,116.0,0.53,0,0
3474.44,5,0,0,216.0,1.53,0,0
2787.52,21,0,6,84.0,0.71,0,0
2211.65,9,0,1,504.0,1.66,0,0
887.65,11,0,2,394.0,1.0,0,0
2763.69,20,0,2,38.0,1.91,0,0
9836.17,9,0,0,59.0,15.49,0,0
6068.57,9,0,1,168.0,2.49,0,0
7584.55,22,0,1,180.0,7.14,0,0
1141.28,2,0,1,290.0,0.61,0,0
742.0,19,0,1,127.0,0.14,0,0
1614.52,9,0,2,77.0,1.46,0,0
1901.03,8,0,2,57.0,1.28,0,0
4840.5,19,0,0,65.0,4.33,0,0
394.17,18,0,1,228.0,0.29,0,0
7162.36,13,1,3,469.0,5.57,0,1
1568.37,1,0,0,6.0,0.58,0,0
1231.28,4,0,1,104.0,0.49,0,0
727.13,19,0,0,88.0,0.56,0,0
407.74,7,0,0,57.0,0.26,0,0
3792.78,6,0,3,229.0,3.13,0,0
1931.37,5,0,1,103.0,0.56,0,0
566.25,10,0,1,45.0,1.77,0,0
563.65,11,0,1,70.0,0.61,0,0
1336.48,17,0,0,53.0,0.7,0,0
8120.28,18,1,1,67.0,3.3,0,0
1431.34,9,0,1,9.0,0.45,0,0
467.39,20,1,0,14.0,0.32,0,1
1449.29,13,0,5,117.0,1.39,0,1
1414.52,2,0,2,138.0,0.97,0,1
159.62,17,0,1,121.0,0.06,0,0
1721.82,23,1,1,173.0,1.68,0,0
1468.74,14,0,1,345.0,1.03,0,0
3383.23,5,0,1,236.0,2.74,0,0
9547.75,9,0,1,65.0,3.05,0,0
4983.6,11,0,2,29.0,6.76,0,0
1419.42,6,1,1,45.0,4.36,0,1
667.89,16,0,1,106.0,0.49,0,0
18325.04,0,0,0,233.0,8.53,0,0
1907.02,17,0,0,145.0,1.75,0,0
1830.85,14,0,2,94.0,3.72,0,0
1769.21,18,0,0,111.0,0.81,0,0
2160.89,0,0,1,90.0,1.91,0,0
1587.75,4,0,1,427.0,0.94,0,0
1078.91,14,1,0,203.0,0.87,0,0
1105.25,2,0,2,182.0,2.81,0,0
1755.52,0,1,2,87.0,0.98,0,0
1108.67,7,0,0,48.0,0.53,0,0
951.88,11,0,1,2.0,0.72,0,0
1989.8,21,0,0,5.0,2.64,0,0
1437.3,18,0,3,4.0,0.32,0,0
6999.5,11,0,6,472.0,3.74,0,0
166.36,12,0,1,15.0,0.26,0,0
4828.81,0,0,2,18.0,0.82,0,0
5549.58,18,1,2,79.0,5.41,0,0
279.76,5,0,0,79.0,0.08,0,0
1328.2,7,0,0,303.0,0.61,0,0
1294.27,3,0,0,9.0,0.71,0,0
509.4,4,1,2,378.0,0.15,0,1
897.82,21,1,3,29.0,1.81,0,1
665.46,6,0,1,421.0,0.32,0,0
8752.05,22,0,2,94.0,7.24,0,0
4196.94,3,1,2,127.0,0.67,0,1
5678.26,19,1,3,46.0,12.21,0,1
3461.66,3,0,0,114.0,1.94,0,0
654.49,14,1,2,149.0,0.35,0,0
1127.7,20,0,3,1.0,1.09,0,1
2808.59,4,0,0,4.0,2.22,0,0
601.9,23,0,0,516.0,0.54,0,0
3434.75,8,0,0,73.0,4.16,0,0
1456.38,1,1,1,330.0,1.72,0,1
1290.34,6,0,1,157.0,0.96,0,0
3428.45,16,0,1,56.0,1.54,0,0
2696.84,15,1,2,20.0,2.7,0,0
1306.53,16,0,3,459.0,3.59,0,0
5132.75,19,0,2,105.0,3.67,0,0
683.37,22,1,0,26.0,0.39,0,0
3147.43,1,0,0,137.0,2.46,0,0
3083.41,10,0,3,12.0,2.03,0,1
1368.41,1,1,1,243.0,0.53,0,0
2424.84,0,0,2,11.0,1.71,0,0
586.4,1,1,0,32.0,0.24,0,1
4153.16,22,0,0,12.0,2.33,0,0
1530.86,8,0,4,13.0,1.82,0,0
1129.52,21,0,1,89.0,0.39,0,0
4647.61,1,1,1,139.0,7.05,0,1
959.19,14,0,0,186.0,2.27,0,0
508.97,9,0,2,143.0,0.32,0,0
445.43,14,0,2,54.0,0.21,0,0
3119.44,9,0,1,98.0,1.53,0,0
571.13,22,0,1,315.0,0.8,0,0
8771.95,16,1,2,59.0,5.43,0,0
277.62,8,1,0,35.0,0.51,0,0
8323.27,17,0,3,88.0,4.56,0,1
2186.19,3,0,2,42.0,1.4,0,0
1657.32,8,0,2,36.0,0.81,0,0
1107.18,15,0,1,181.0,0.47,0,0
2589.51,3,1,1,266.0,1.27,0,1
1747.83,15,1,0,84.0,2.62,0,0
4880.35,18,1,1,182.0,4.48,0,0
2003.81,0,0,1,25.0,2.68,0,0
2069.93,22,0,1,95.0,6.42,0,1
1303.42,5,0,0,121.0,0.56,0,0
1717.71,9,0,3,81.0,0.79,0,0
2385.16,15,0,2,15.0,2.81,0,0
387.94,3,1,2,159.0,0.42,0,1
537.34,21,1,2,219.0,0.37,0,0
3529.59,21,1,2,121.0,3.32,0,1
2108.6,12,1,1,22.0,0.74,0,0
1532.13,15,0,2,9.0,1.3,0,0
1838.29,19,0,2,43.0,2.06,0,0
2472.1,5,0,3,5.0,1.29,0,0
1112.33,10,0,1,219.0,1.3,0,0
897.42,23,0,0,146.0,0.4,0,0
2156.54,2,0,2,100.0,1.51,0,0
749.54,19,0,1,264.0,0.29,0,0
2610.84,9,0,3,14.0,0.97,0,0
390.6,0,0,1,150.0,0.58,0,0
4565.3,19,0,2,19.0,2.97,0,0
2766.5,10,0,2,8.0,1.92,0,0
2276.57,11,0,1,17.0,1.65,0,0
4378.33,13,0,1,362.0,1.48,0,0
8094.39,7,1,1,70.0,5.52,0,1
4504.95,10,0,0,6.0,6.99,0,0
344.89,3,0,2,105.0,0.31,0,0
571.57,6,0,0,27.0,0.59,0,0
1030.36,9,1,1,1.0,0.89,0,1
1851.0,18,0,4,170.0,1.26,0,0
2881.0,3,1,1,20.0,2.96,0,0
940.89,1,1,3,343.0,0.44,0,1
2138.99,20,1,2,108.0,0.58,0,1
916.13,17,0,1,11.0,0.56,0,0
1042.77,13,0,3,29.0,0.44,0,0
509.79,15,0,1,113.0,0.63,0,0
787.68,21,0,2,50.0,0.32,0,0
535.65,10,0,0,91.0,0.16,0,0
751.23,9,1,2,193.0,0.24,0,1
4667.03,16,1,1,189.0,4.47,0,1
769.35,13,0,2,144.0,0.25,0,0
19324.79,21,0,2,261.0,4.54,0,0
2818.57,3,1,0,27.0,2.67,0,0
2135.28,18,0,1,23.0,0.95,0,0
835.04,1,0,0,193.0,0.8,0,0
3395.75,6,0,0,46.0,5.18,0,0
1076.99,8,1,0,86.0,0.83,0,1
2017.89,18,0,1,163.0,1.91,0,0
18107.4,15,1,0,60.0,13.27,0,1
1658.3,21,0,2,17.0,5.28,0,0
5086.5,15,0,1,137.0,2.73,0,0
960.2,17,0,1,204.0,0.75,0,0
1751.99,22,0,1,2.0,0.75,0,1
8899.23,20,0,0,99.0,7.92,0,1
1028.37,20,0,1,76.0,0.25,0,0
9239.14,10,1,3,36.0,8.11,0,0
3418.57,6,0,0,21.0,2.16,0,0
1089.83,8,1,2,25.0,1.33,0,0
3194.44,3,1,2,155.0,2.04,0,0
4338.57,12,1,2,92.0,2.49,0,0
3164.12,3,1,1,477.0,3.0,0,0
440.01,18,0,1,33.0,0.19,0,0
939.71,1,0,1,377.0,0.89,0,0
1446.98,8,1,3,87.0,0.5,0,0
1690.89,11,1,0,19.0,2.6,0,0
3160.88,1,1,3,19.0,2.22,0,1
2121.61,5,0,1,113.0,0.3,0,0
543.59,4,0,1,214.0,1.54,0,0
2545.74,4,0,0,165.0,0.97,0,0
3132.31,19,0,2,128.0,1.75,0,0
2992.34,21,0,1,23.0,2.43,0,0
4782.42,4,0,1,14.0,1.67,0,0
3829.65,3,0,2,0.0,2.0,0,0
2733.29,8,0,0,13.0,2.2,0,0
1697.4,21,0,0,174.0,1.78,0,0
405.51,9,1,2,271.0,0.35,0,0
2661.53,15,1,2,33.0,2.08,0,0
2179.65,9,0,0,190.0,1.64,0,0
2308.66,9,0,1,27.0,2.51,0,0
573.02,18,1,0,34.0,0.35,0,1
683.38,9,0,1,30.0,0.68,0,0
4664.97,5,0,2,6.0,2.9,0,0
1744.81,16,0,1,26.0,0.37,0,0
3338.75,4,0,0,56.0,1.35,0,0
1854.72,5,0,3,62.0,1.28,0,0
1857.12,23,0,1,44.0,2.55,0,0
4206.79,14,0,0,87.0,2.61,0,0
1136.33,18,0,2,57.0,0.26,0,0
1971.42,17,0,0,422.0,2.44,0,0
1192.67,3,0,0,198.0,3.01,0,0
1222.87,7,0,2,321.0,0.68,0,0
1368.88,15,0,1,98.0,0.37,0,0
2208.17,23,0,0,136.0,0.72,0,0
1175.12,18,0,2,22.0,0.29,0,0
5598.09,19,0,0,168.0,8.19,0,0
808.24,2,0,0,32.0,0.69,0,1
1528.15,9,0,1,19.0,0.83,0,0
1217.12,1,0,1,5.0,3.29,0,0
6649.39,3,0,0,77.0,4.57,0,0
2157.92,5,0,1,41.0,2.01,0,0
4576.36,10,0,3,519.0,3.58,0,1
474.85,13,0,1,34.0,0.27,0,0
2299.27,15,0,2,242.0,1.9,0,0
4026.56,20,0,1,46.0,5.23,0,0
1947.02,18,0,5,166.0,0.86,0,0
4717.02,1,1,0,129.0,6.17,0,1
1135.06,16,0,1,99.0,0.82,0,0
6427.96,8,0,1,65.0,7.15,0,1
14314.21,16,0,1,133.0,6.42,0,1
1304.33,14,0,1,63.0,2.27,0,0
1210.81,6,1,0,95.0,0.87,0,0
6687.84,21,0,3,107.0,3.76,0,0
7492.18,22,0,0,37.0,4.28,0,0
1129.38,18,0,0,50.0,0.4,0,0
1238.72,2,0,0,2.0,0.51,0,1
1403.04,0,0,0,229.0,0.72,0,0
539.15,3,0,0,169.0,1.2,0,0
790.93,17,1,5,24.0,0.38,0,0
732.36,7,0,0,54.0,0.24,0,0
905.95,18,0,0,66.0,0.98,0,0
1752.47,22,0,4,49.0,0.59,0,1
2232.31,22,0,1,192.0,0.88,0,0
7298.69,5,0,3,155.0,7.52,0,1
736.18,0,0,0,175.0,0.68,0,0
4384.76,7,0,2,281.0,5.28,0,0
1491.31,0,0,0,109.0,0.53,0,0
1729.32,18,1,2,114.0,1.76,0,1
3318.73,10,0,1,154.0,3.34,0,0
658.23,20,0,0,137.0,0.51,0,0
2550.82,23,0,0,245.0,3.39,0,0
2100.24,14,0,3,176.0,1.06,0,0
2816.38,22,0,2,15.0,2.27,0,0
2345.5,10,0,1,316.0,0.82,0,1
16477.81,18,0,3,138.0,6.68,0,1
1018.45,20,0,1,16.0,0.26,0,0
1121.14,9,1,2,177.0,1.94,0,0
1031.92,23,0,3,53.0,1.5,0,0
1096.71,11,0,1,197.0,0.74,0,0
1018.77,0,0,2,373.0,0.64,0,0
5271.74,23,1,1,35.0,4.24,0,1
6492.83,6,0,4,234.0,1.64,0,0
1081.74,16,0,3,178.0,0.93,0,0
854.81,9,1,0,133.0,0.44,0,0
2763.56,5,0,0,58.0,1.53,0,0
1099.93,16,0,1,14.0,1.07,0,0
3195.95,17,0,2,79.0,1.63,0,0
2170.32,4,0,2,13.0,1.47,0,1
462.12,17,1,0,83.0,0.15,0,0
7279.04,16,1,1,206.0,2.45,0,1
9102.37,21,1,0,726.0,27.9,0,1
1041.58,15,1,3,26.0,1.77,0,1
1275.47,7,0,2,28.0,0.94,0,0
2338.53,23,1,1,200.0,0.94,0,0
2443.07,12,0,1,76.0,1.53,0,0
3270.47,23,0,0,297.0,1.72,0,0
11038.94,15,0,1,176.0,1.4,0,0
1541.86,10,0,0,160.0,1.51,0,0
881.42,5,1,0,13.0,0.46,0,0
522.49,2,0,0,4.0,0.32,0,0
936.51,0,0,2,46.0,0.38,0,0
1754.93,17,0,2,29.0,0.67,0,0
9091.56,4,1,0,150.0,4.4,0,1
1134.73,12,0,1,72.0,0.33,0,0
2211.46,9,0,0,89.0,0.67,0,0
1781.51,4,0,2,202.0,0.94,0,0
5268.78,13,0,2,78.0,3.79,0,1
17575.11,16,0,0,94.0,9.98,0,0
1121.27,0,0,3,222.0,2.05,0,1
1163.87,1,1,0,68.0,1.08,0,1
4627.37,6,0,0,10.0,5.58,0,0
3339.92,9,0,1,89.0,1.32,0,0
9528.44,19,0,1,104.0,2.86,0,0
3058.06,6,0,0,86.0,1.39,0,0
1308.5,23,0,0,36.0,0.96,0,0
3076.63,15,0,1,30.0,3.24,0,0
4904.13,4,0,0,55.0,1.96,0,0
3783.61,11,1,0,22.0,1.37,0,0
2854.2,16,0,2,132.0,2.04,0,0
4722.09,15,0,3,114.0,3.08,0,0
5178.99,19,0,1,120.0,4.32,0,0
6272.58,15,0,3,31.0,3.3,0,0
3241.65,18,0,3,34.0,2.77,0,0
1555.56,14,0,0,186.0,1.1,0,0
2063.26,11,1,3,141.0,2.81,0,1
5355.39,20,0,0,250.0,3.09,0,0
866.76,9,0,1,62.0,0.2,0,0
2519.48,21,1,2,95.0,1.38,0,0
1269.01,1,0,0,161.0,0.46,0,0
1855.43,6,0,0,439.0,0.79,0,0
5713.61,12,0,0,548.0,4.15,0,0
2147.35,2,0,1,852.0,1.46,0,0
1885.21,14,0,0,265.0,1.77,0,0
531.73,0,0,0,122.0,0.2,0,0
3539.1,2,1,1,1.0,1.81,0,1
3232.26,9,0,0,144.0,1.2,0,0
12669.2,14,0,1,33.0,8.03,0,1
1370.59,21,0,1,7.0,2.71,0,0
2202.25,5,0,0,143.0,2.29,0,0
2263.0,19,0,2,169.0,0.84,0,0
7477.91,14,0,0,129.0,5.68,0,0
1659.44,23,0,2,55.0,0.59,0,0
2324.17,20,0,0,86.0,0.67,0,0
3124.74,6,0,3,328.0,1.21,0,0
2138.69,20,1,1,157.0,0.85,0,0
1209.8,4,1,3,84.0,4.1,0,1
2153.14,3,0,0,108.0,1.67,0,0
4751.75,21,1,0,315.0,3.22,0,0
717.76,17,0,2,60.0,0.28,0,0
2037.9,2,1,1,13.0,1.29,0,0
962.84,16,0,2,47.0,1.6,0,0
5300.42,17,0,0,64.0,8.66,0,0
459.04,17,1,2,38.0,0.41,0,0
1093.32,23,0,2,90.0,0.15,0,1
2538.91,23,1,0,44.0,1.45,0,0
7398.05,1,1,3,13.0,3.68,0,0
1704.16,12,1,2,25.0,2.79,0,1
1096.98,21,0,1,300.0,0.38,0,0
9828.5,14,0,0,119.0,8.03,0,0
491.17,4,0,2,45.0,0.13,0,1
249.9,2,1,1,55.0,0.36,0,1
2686.55,4,0,2,82.0,1.92,0,0
1150.73,4,0,2,134.0,1.06,0,0
721.18,4,0,2,105.0,0.33,0,0
3420.43,2,0,2,324.0,1.28,0,0
2251.65,2,0,1,118.0,2.22,0,0
1088.25,19,0,0,290.0,0.45,0,0
571.19,22,1,1,1.0,0.16,0,1
3964.8,17,0,1,265.0,1.49,0,0
3246.01,19,1,1,153.0,3.09,0,0
1653.65,3,0,2,23.0,1.44,0,0
9527.84,0,0,0,37.0,7.31,0,0
690.16,15,0,1,94.0,0.26,0,0
458.07,7,0,1,16.0,0.24,0,0
969.99,16,0,1,185.0,1.39,0,0
1735.36,7,1,0,188.0,1.18,0,1
2250.72,6,0,1,43.0,0.57,0,0
1455.18,7,0,0,9.0,0.54,0,0
2482.07,20,0,1,540.0,2.4,0,0
586.17,23,0,0,35.0,1.0,0,0
6630.19,11,0,0,8.0,6.04,0,0
1679.19,15,0,2,48.0,1.14,0,0
4942.2,11,0,1,417.0,4.27,0,1
2461.32,18,1,1,189.0,3.0,0,0
2727.33,9,0,3,79.0,1.3,0,0
3019.33,6,0,4,44.0,8.56,0,1
2705.22,11,0,1,66.0,0.93,0,0
3224.23,19,1,0,2.0,1.38,0,1
5980.37,4,0,1,152.0,3.13,0,0
2157.85,15,1,2,13.0,1.02,0,0
3422.42,8,0,0,88.0,2.74,0,0
1667.76,6,0,2,100.0,1.15,0,0
6608.46,19,0,2,0.0,1.85,0,0
983.63,21,1,3,469.0,0.73,0,1
9143.94,13,0,1,43.0,4.91,0,0
1743.86,10,1,2,10.0,0.86,0,0
498.85,6,0,1,231.0,0.32,0,1
2028.99,9,1,1,20.0,1.56,0,0
979.51,8,0,1,3.0,1.89,0,0
3852.89,3,0,0,82.0,1.6,0,0
1004.9,15,0,2,17.0,0.36,0,0
1210.07,9,0,0,485.0,0.78,0,0
330.11,18,0,0,1.0,0.11,0,0
1203.42,23,0,1,6.0,0.65,0,1
204.08,16,0,1,215.0,0.45,0,0
434.63,8,0,1,33.0,0.55,0,0
3584.5,12,0,0,291.0,3.25,0,1
3667.33,0,0,1,45.0,3.57,0,0
2651.58,1,0,2,9.0,1.71,0,0
757.27,12,0,0,1.0,0.89,0,0
1732.05,23,0,0,40.0,0.42,0,0
1802.19,8,0,1,77.0,4.43,0,0
637.45,6,1,2,0.0,0.45,0,1
6995.75,15,1,0,104.0,7.41,0,1
3982.34,18,0,2,49.0,5.88,0,0
1481.98,6,0,1,59.0,0.7,0,0
1852.33,5,0,1,36.0,2.3,0,0
2181.01,17,0,1,90.0,1.44,0,0
287.85,18,0,0,31.0,0.34,0,0
1447.42,10,0,1,17.0,3.07,0,0
978.69,11,0,0,266.0,0.76,0,0
734.02,9,0,1,59.0,0.41,0,0
1403.9,12,0,0,10.0,1.36,0,0
9117.2,11,0,1,31.0,2.8,0,0
3218.78,20,0,2,45.0,1.82,0,0
1081.32,9,0,1,176.0,0.47,0,0
3026.99,19,0,3,3.0,3.03,0,0
6370.41,17,1,1,78.0,6.29,0,1
4155.43,3,1,0,63.0,3.44,0,0
1907.73,23,0,1,415.0,1.59,0,0
1010.05,4,0,3,24.0,0.9,0,0
3389.38,4,0,1,119.0,4.46,0,0
2576.37,11,0,0,27.0,1.08,0,0
4046.77,2,0,2,95.0,6.59,0,1
3202.4,7,0,1,97.0,1.49,0,0
4649.88,21,0,1,9.0,1.91,0,0
1116.87,1,0,0,73.0,0.9,0,0
5917.41,17,1,0,74.0,0.87,0,0
2159.95,8,1,2,46.0,1.45,0,1
11704.57,12,0,1,39.0,9.42,0,0
972.36,6,0,2,30.0,0.76,0,0
8624.54,9,0,1,1.0,3.04,0,0
2160.55,8,0,2,0.0,1.71,0,0
1005.99,21,0,1,107.0,0.46,0,0
1169.7,14,1,1,41.0,1.78,0,0
1355.18,4,0,1,22.0,0.84,0,0
2648.5,11,1,0,139.0,0.99,0,1
2894.45,0,0,2,90.0,2.0,0,0
1078.87,11,1,1,296.0,1.15,0,0
1768.84,21,0,1,213.0,1.42,0,0
12432.18,5,0,1,156.0,19.74,0,0
8559.43,18,0,4,16.0,3.34,0,0
2677.64,18,0,0,132.0,0.87,0,0
1870.95,15,0,0,142.0,1.36,0,0
2014.3,18,0,1,173.0,0.55,0,0
3140.59,2,0,1,37.0,1.36,0,0
720.17,22,0,2,123.0,0.48,0,0
1434.2,9,0,0,116.0,0.43,0,0
402.73,17,0,1,58.0,0.18,0,0
2589.71,12,0,2,131.0,0.86,0,0
3237.24,17,0,1,11.0,0.95,0,0
1170.44,2,0,0,124.0,0.91,0,0
7454.61,22,0,0,112.0,3.33,0,0
599.93,2,0,0,28.0,1.29,0,0
483.99,22,0,1,205.0,0.66,0,0
2212.78,11,0,2,249.0,1.1,0,0
4639.62,19,1,1,28.0,2.52,0,0
8229.95,6,0,4,9.0,9.83,0,1
1196.32,23,0,0,111.0,1.01,0,0
4773.39,7,0,2,78.0,2.6,0,0
1746.45,8,1,2,67.0,1.18,0,1
1547.87,13,0,0,172.0,1.2,0,0
4004.98,4,0,0,419.0,6.31,0,1
3252.21,20,0,3,78.0,1.78,0,0
437.57,18,0,0,1.0,0.33,0,0
6828.68,20,0,0,109.0,1.25,0,0
6260.92,15,0,2,127.0,1.82,0,0
1029.67,23,0,1,211.0,0.64,0,0
2581.75,11,1,0,27.0,5.59,0,0
2820.38,20,0,1,89.0,0.44,0,0
2286.11,3,0,1,71.0,0.95,0,0
1101.83,7,0,3,131.0,1.04,0,1
987.86,6,0,0,8.0,0.39,0,0
1766.93,14,1,1,259.0,0.74,0,0
5195.02,5,1,2,86.0,5.2,0,1
2949.06,4,1,3,252.0,3.48,0,1
1295.23,13,1,1,50.0,0.56,0,0
3621.08,20,0,0,127.0,1.28,0,0
139.26,12,0,2,377.0,0.08,0,0
5084.18,9,0,0,345.0,2.95,0,0
377.76,17,0,0,346.0,0.11,0,0
1304.8,3,1,0,5.0,0.96,0,0
660.04,7,0,0,62.0,2.52,0,0
563.85,23,0,1,8.0,0.28,0,0
5139.67,10,1,0,44.0,1.74,0,0
1186.86,16,0,0,23.0,0.6,0,0
2469.7,17,1,1,116.0,3.59,0,0
1733.28,20,0,0,182.0,1.72,0,0
2777.58,10,0,2,86.0,2.04,0,0
1937.47,15,0,2,190.0,2.89,0,0
569.81,11,0,1,2.0,0.54,0,0
4432.15,12,0,1,206.0,1.3,0,0
1159.35,15,0,0,24.0,1.42,0,0
445.45,22,1,3,74.0,0.36,0,1
1229.91,20,0,1,70.0,0.54,0,0
6979.16,0,0,0,248.0,12.38,0,0
3886.25,15,0,2,406.0,1.16,0,0
1321.09,14,1,0,35.0,1.29,0,0
1320.37,5,0,1,8.0,1.68,0,0
1353.61,11,0,0,126.0,0.4,0,0
11720.25,7,0,1,84.0,4.69,0,0
2549.73,6,0,2,100.0,3.19,0,0
2662.54,1,1,2,6.0,2.26,0,1
4569.94,11,0,3,179.0,2.6,0,0
2241.52,20,0,1,32.0,1.84,0,0
1432.05,13,1,0,49.0,0.45,0,0
1515.17,15,0,0,31.0,0.61,0,0
1695.2,10,1,2,350.0,6.94,0,1
1748.48,19,0,0,22.0,1.94,0,0
3480.27,8,0,2,158.0,3.25,0,0
1894.58,9,0,2,34.0,1.7,0,0
3496.0,16,1,3,66.0,1.81,0,0
1681.35,11,0,0,664.0,0.57,0,0
1940.64,5,0,0,13.0,1.93,0,0
299.35,18,0,2,256.0,0.4,0,0
4124.48,10,0,4,350.0,3.38,0,0
2469.67,8,0,1,144.0,6.12,0,0
4439.11,20,0,1,1.0,1.97,0,0
133.4,5,0,1,206.0,0.1,0,0
11843.53,23,0,0,257.0,10.26,0,0
1594.59,15,0,0,475.0,0.94,0,0
4901.83,19,1,2,219.0,5.74,0,1
709.16,15,0,3,71.0,0.59,0,0
3138.49,5,0,0,140.0,3.19,0,0
700.59,4,1,2,80.0,1.47,0,0
1031.33,20,0,2,52.0,0.7,0,0
10123.64,3,0,1,118.0,1.51,0,0
1522.92,1,0,0,176.0,1.01,0,0
2198.85,5,0,0,121.0,2.36,0,0
3956.29,8,0,2,210.0,2.58,0,1
2824.58,16,0,0,23.0,3.68,0,0
2070.15,13,0,0,56.0,2.0,0,0
2511.07,6,0,4,45.0,2.19,0,0
15726.05,21,0,0,26.0,14.82,0,1
1716.67,18,1,1,70.0,1.38,0,1
2166.76,0,1,0,354.0,0.97,0,0
4654.5,19,0,0,93.0,4.01,0,0
4890.13,14,0,2,40.0,3.95,0,1
5262.32,17,0,1,52.0,11.23,0,0
3212.67,2,1,2,114.0,4.8,0,1
646.32,17,0,2,52.0,0.42,0,0
7864.3,1,0,0,93.0,2.68,0,0
644.38,9,0,1,38.0,0.49,0,0
2374.1,10,0,2,51.0,1.68,0,0
917.04,23,0,0,147.0,1.45,0,0
1706.63,2,0,1,105.0,1.89,0,0
2430.58,6,0,5,12.0,1.42,0,0
2414.44,7,0,4,434.0,0.79,0,0
2643.16,18,0,1,6.0,1.58,0,0
7725.95,17,0,1,10.0,5.65,0,1
2719.44,12,0,2,145.0,1.57,0,0
1451.36,12,0,1,148.0,1.8,0,0
4305.63,23,0,3,2.0,5.09,0,1
5273.89,18,1,0,124.0,4.09,0,1
598.93,22,1,1,4.0,0.81,0,0
3095.36,11,0,0,389.0,1.37,0,0
3398.38,16,0,0,143.0,1.31,0,0
1383.25,21,1,1,25.0,1.1,0,1
6236.26,11,0,3,21.0,2.68,0,1
1579.64,12,0,1,101.0,0.44,0,0
2024.38,11,0,0,120.0,1.07,0,0
1547.25,18,0,0,214.0,0.61,0,0
1833.57,13,1,1,280.0,1.3,0,0
674.08,6,0,2,60.0,0.27,0,0
494.7,12,0,1,223.0,0.36,0,0
7593.55,5,0,1,94.0,7.79,0,0
843.65,23,0,2,76.0,0.38,0,0
740.81,18,0,2,144.0,0.44,0,0
260.33,18,0,3,13.0,0.11,0,0
1017.33,3,0,3,37.0,1.07,0,0
549.62,18,1,0,204.0,0.31,0,0
7925.29,8,1,2,84.0,3.04,0,0
4486.53,15,1,1,286.0,3.96,0,0
973.27,3,0,3,11.0,0.41,0,1
13727.99,5,1,1,45.0,3.61,0,0
4374.68,7,0,2,53.0,4.21,0,0
1349.72,23,0,3,66.0,0.78,0,0
190.67,15,0,1,519.0,0.04,0,0
14212.09,4,0,1,45.0,22.72,0,0
517.69,20,0,4,88.0,0.27,0,0
411.23,21,0,5,92.0,0.18,0,0
4538.33,9,0,1,177.0,3.03,0,0
16248.85,22,0,0,88.0,2.87,0,0
6284.52,12,0,2,112.0,3.16,0,0
3003.45,13,0,3,168.0,0.91,0,0
3088.0,6,1,2,13.0,1.27,0,0
3897.44,19,0,3,397.0,1.07,0,0
3579.71,5,0,1,225.0,2.18,0,0
2328.72,6,0,1,59.0,3.44,0,1
1985.81,4,1,1,156.0,0.97,0,0
1709.0,20,0,0,172.0,3.17,0,0
917.3,17,0,2,228.0,0.76,0,0
1404.44,22,1,1,25.0,1.26,0,0
394.0,11,0,2,146.0,0.34,0,0
1654.9,5,0,0,4.0,0.52,0,0
742.68,0,0,2,15.0,0.51,0,0
669.66,3,0,2,180.0,0.13,0,0
2125.8,18,0,1,201.0,1.49,0,0
6328.4,11,0,1,108.0,15.42,0,1
4131.87,14,0,3,105.0,3.98,0,0
439.9,2,0,1,166.0,0.18,0,0
741.99,22,0,2,284.0,1.13,0,0
4216.22,19,0,0,66.0,3.53,0,0
746.77,7,0,3,15.0,0.31,0,1
1477.09,10,0,3,219.0,1.21,0,0
2966.23,15,0,0,50.0,2.8,0,0
756.34,8,0,2,17.0,0.24,0,0
1987.91,2,0,0,114.0,1.54,0,0
544.23,4,0,1,104.0,0.69,0,0
1052.34,19,0,2,77.0,0.43,0,0
2411.02,13,1,0,236.0,0.82,0,0
431.09,14,0,2,38.0,0.26,0,0
2687.66,5,0,0,2.0,2.57,0,0
1776.37,3,0,1,47.0,2.04,0,0
2972.74,7,0,2,1.0,2.8,0,0
2211.71,18,0,0,94.0,3.18,0,0
6171.68,4,0,1,57.0,5.6,0,0
2023.74,12,0,1,202.0,0.98,0,0
1228.48,15,0,2,192.0,0.53,0,0
2018.41,0,0,1,68.0,1.34,0,0
2948.25,12,0,3,29.0,1.58,0,0
1889.32,21,0,0,66.0,1.47,0,0
1875.32,10,0,0,123.0,1.96,0,0
961.22,20,1,1,25.0,0.8,0,0
995.64,7,0,0,178.0,0.34,0,0
511.66,7,0,0,48.0,1.35,0,0
8730.86,23,1,1,323.0,11.73,0,1
590.24,13,0,0,86.0,0.53,0,0
969.12,12,0,1,225.0,1.28,0,0
947.13,2,1,0,115.0,0.49,0,0
4045.79,3,0,3,97.0,6.86,0,1
1386.51,19,0,2,138.0,0.45,0,0
5557.86,14,0,2,200.0,1.16,0,0
986.2,14,0,3,124.0,0.57,0,0
2324.12,20,1,1,191.0,2.28,0,1
852.51,12,0,0,25.0,0.33,0,0
12464.43,8,1,0,39.0,9.98,0,1
620.89,9,0,2,31.0,0.7,0,0
